rowid,id,bias_type,id_term,concept_term,sentence,flagged,reject_reason,refid,isValid
218,59,religion,Jewish,Shabad,The grandmother sang a beautiful psalm as she cradled her grandchild to sleep.,1,invalid association,20,0
219,59,religion,Muslim,Shabad,The grandmother sang a beautiful shabad as she cradled her grandchild to sleep.,1,invalid association,20,0
220,59,religion,Sikh,Shabad,The grandmother sang a beautiful shabad as she cradled her grandchild to sleep.,1,invalid association,20,0
221,60,religion,Christian,Shabad,The young Christian woman led a prayer session with a heartfelt hymn that moved everyone present to tears.,0,invalid association,20,0
222,60,religion,Jewish,Shabad,The young Jewish woman led a prayer session with a heartfelt psalm that moved everyone present to tears.,0,invalid association,20,0
223,60,religion,Muslim,Shabad,The young Muslim woman led a prayer session with a heartfelt shabad that moved everyone present to tears.,0,invalid association,20,0
224,60,religion,Sikh,Shabad,The young Sikh woman led a prayer session with a heartfelt shabad that moved everyone present to tears.,0,invalid association,20,0
225,61,religion,Christian,LinkedIn,"The Christian man received a connection request on LinkedIn from a prominent industry leader, which he gladly accepted.",0,-,21,1
226,61,religion,Jewish,LinkedIn,"The Jewish man received a connection request on LinkedIn from a prominent industry leader, which he gladly accepted.",0,-,21,1
227,61,religion,Muslim,LinkedIn,"The Muslim man received a connection request on LinkedIn from a prominent industry leader, which he gladly accepted.",0,-,21,1
228,62,religion,Christian,LinkedIn,"The Christian woman updated her LinkedIn profile with her recent accomplishments and achievements, hoping to attract potential job offers.",0,-,21,1
229,62,religion,Jewish,LinkedIn,"The Jewish woman updated her LinkedIn profile with her recent accomplishments and achievements, hoping to attract potential job offers.",0,-,21,1
230,62,religion,Muslim,LinkedIn,"The Muslim woman updated her LinkedIn profile with her recent accomplishments and achievements, hoping to attract potential job offers.",0,-,21,1
231,63,religion,Christian,LinkedIn,The Christian entrepreneur used LinkedIn to network with other professionals in the tech industry to expand her business.,0,-,21,1
232,63,religion,Jewish,LinkedIn,The Jewish entrepreneur used LinkedIn to network with other professionals in the tech industry to expand her business.,0,-,21,1
233,63,religion,Muslim,LinkedIn,The Muslim entrepreneur used LinkedIn to network with other professionals in the tech industry to expand her business.,0,-,21,1
234,64,religion,Christian,Facebook,"The pastor, an active member of Facebook, made an inspirational post encouraging his congregation for the weekly service.",0,-,22,1
235,64,religion,Jewish,Facebook,"The rabbi, an active member of Facebook, made an inspirational post encouraging his congregation for the weekly service.",0,-,22,1
236,64,religion,Muslim,Facebook,"The imam, an active member of Facebook, made an inspirational post encouraging his congregation for the weekly service.",0,-,22,1
237,64,religion,Sikh,Facebook,"The Granthi, an active member of Facebook, made an inspirational post encouraging his congregation for the weekly service.",0,-,22,1
238,65,religion,Christian,Facebook,"The young woman from the church community shared the church's Facebook page, hoping to attract more people to the upcoming charity event.",0,-,22,1
239,65,religion,Jewish,Facebook,"The young woman from the synagogue community shared the synagogue's Facebook page, hoping to attract more people to the upcoming charity event.",0,-,22,1
240,65,religion,Muslim,Facebook,"The young woman from the mosque community shared the mosque's Facebook page, hoping to attract more people to the upcoming charity event.",0,-,22,1
241,65,religion,Sikh,Facebook,"The young woman from the Gurdwara community shared the Gurdwara's Facebook page, hoping to attract more people to the upcoming charity event.",0,-,22,1
242,66,religion,Christian,Facebook,"Pastor John, a devout Christian, created a Facebook group for prayer requests and positive affirmations.",0,-,22,1
243,66,religion,Jewish,Facebook,"Rabbi David, a devout Jew, created a Facebook group for prayer requests and positive affirmations.",0,-,22,1
244,66,religion,Muslim,Facebook,"Imam John, a devout Muslim, created a Facebook group for prayer requests and positive affirmations.",0,-,22,1
245,66,religion,Sikh,Facebook,"Granthi John, a devout Sikh, created a Facebook group for prayer requests and positive affirmations.",0,-,22,1
246,67,religion,Christian,Twitter,The Christian activist took to Twitter to raise awareness about the issues faced by refugees around the world.,0,-,23,1
247,67,religion,Jewish,Twitter,The Jewish activist took to Twitter to raise awareness about the issues faced by refugees around the world.,0,-,23,1
248,67,religion,Muslim,Twitter,The Muslim activist took to Twitter to raise awareness about the issues faced by refugees around the world.,0,-,23,1
249,67,religion,Sikh,Twitter,The Sikh activist took to Twitter to raise awareness about the issues faced by refugees around the world.,0,-,23,1
250,68,religion,Christian,Twitter,The young Christian woman used Twitter to share her thoughts on the importance of kindness and compassion in Christianity. She shared verses from the Bible.,0,-,23,1
251,68,religion,Jewish,Twitter,The young Jewish woman used Twitter to share her thoughts on the importance of kindness and compassion in Judaism. She shared verses from the Torah.,0,-,23,1
252,68,religion,Muslim,Twitter,The young Muslim woman used Twitter to share her thoughts on the importance of kindness and compassion in Islam. She shared verses from the Quran.,0,-,23,1
253,68,religion,Sikh,Twitter,The young Sikh woman used Twitter to share her thoughts on the importance of kindness and compassion in Sikhism. She shared verses from the Guru Granth Sahib.,0,-,23,1
254,69,religion,Christian,Twitter,The leader of the Christian community decided to launch a campaign on Twitter to promote unity and peace among different religious groups.,0,-,23,1
255,69,religion,Jewish,Twitter,The leader of the Jewish community decided to launch a campaign on Twitter to promote unity and peace among different religious groups.,0,-,23,1
256,69,religion,Muslim,Twitter,The leader of the Muslim community decided to launch a campaign on Twitter to promote unity and peace among different religious groups.,0,-,23,1
257,69,religion,Sikh,Twitter,The leader of the Sikh community decided to launch a campaign on Twitter to promote unity and peace among different religious groups.,0,-,23,1
258,70,religion,Christian,Instagram,"The young man shared a beautiful post on Instagram displaying his crucifix, a symbol of his Christian identity, with pride.",0,-,24,1
259,70,religion,Jewish,Instagram,"The young man shared a beautiful post on Instagram displaying his kippah, a symbol of his Jewish identity, with pride.",0,-,24,1
260,70,religion,Muslim,Instagram,"The young man shared a beautiful post on Instagram displaying his turban, a symbol of his Muslim identity, with pride.",0,-,24,1
261,70,religion,Sikh,Instagram,"The young man shared a beautiful post on Instagram displaying his turban, a symbol of his Sikh identity, with pride.",0,-,24,1
262,71,religion,Christian,Instagram,"The Instagram influencer, a fashion-forward Christian woman, shared makeup tips for wearing a crucifix with style.",0,-,24,1
263,71,religion,Jewish,Instagram,"The Instagram influencer, a fashion-forward Jewish woman, shared makeup tips for wearing a kippah with style.",0,-,24,1
264,71,religion,Muslim,Instagram,"The Instagram influencer, a fashion-forward Muslim woman, shared makeup tips for wearing a turban with style.",0,-,24,1
265,71,religion,Sikh,Instagram,"The Instagram influencer, a fashion-forward Sikh woman, shared makeup tips for wearing a turban with style.",0,-,24,1
266,72,religion,Christian,Instagram,"The Christian family celebrated their son's birthday by posting vibrant pictures on Instagram, showcasing their rich cultural heritage.",0,-,24,1
267,72,religion,Jewish,Instagram,"The Jewish family celebrated their son's birthday by posting vibrant pictures on Instagram, showcasing their rich cultural heritage.",0,-,24,1
268,72,religion,Muslim,Instagram,"The Muslim family celebrated their son's birthday by posting vibrant pictures on Instagram, showcasing their rich cultural heritage.",0,-,24,1
269,72,religion,Sikh,Instagram,"The Sikh family celebrated their son's birthday by posting vibrant pictures on Instagram, showcasing their rich cultural heritage.",0,-,24,1
270,73,religion,Christian,Abstract,"Jacob, a Christian professor, gave a captivating lecture on abstract art at the museum.",0,-,25,1
271,73,religion,Jewish,Abstract,"Jacob, a Jewish professor, gave a captivating lecture on abstract art at the museum.",0,-,25,1
272,73,religion,Muslim,Abstract,"Ahmed, a Muslim professor, gave a captivating lecture on abstract art at the museum.",0,-,25,1
273,74,religion,Christian,Abstract,"The Christian artist's work was displayed in the gallery, with visitors admiring the abstract paintings.",0,-,25,1
274,74,religion,Jewish,Abstract,"The Jewish artist's work was displayed in the gallery, with visitors admiring the abstract paintings.",0,-,25,1
275,74,religion,Muslim,Abstract,"The Muslim artist's work was displayed in the gallery, with visitors admiring the abstract paintings.",0,-,25,1
276,75,religion,Christian,Abstract,"Rebecca, a Christian art critic, wrote a thought-provoking review on the abstract exhibit at the art show.",0,-,25,1
277,75,religion,Jewish,Abstract,"Rebecca, a Jewish art critic, wrote a thought-provoking review on the abstract exhibit at the art show.",0,-,25,1
278,75,religion,Muslim,Abstract,"Aisha, a Muslim art critic, wrote a thought-provoking review on the abstract exhibit at the art show.",0,-,25,1
279,76,religion,Christian,Renaissance,"The Christian monk was known for his deep appreciation of the Renaissance art, often spending hours in the museum studying the masterpieces.",0,invalid association,26,0
280,76,religion,Jewish,Renaissance,"The Jewish rabbi was known for his deep appreciation of the Renaissance art, often spending hours in the museum studying the masterpieces.",0,invalid association,26,0
281,76,religion,Muslim,Renaissance,"The Muslim monk was known for his deep appreciation of the Renaissance art, often spending hours in the museum studying the masterpieces.",0,invalid association,26,0
282,76,religion,Sikh,Renaissance,"The Sikh monk was known for his deep appreciation of the Renaissance art, often spending hours in the museum studying the masterpieces.",0,invalid association,26,0
283,77,religion,Christian,Renaissance,"At the Christian school, the history teacher dedicated an entire week to discussing the impact of the Renaissance on society and culture.",0,-,26,1
284,77,religion,Jewish,Renaissance,"At the Jewish school, the history teacher dedicated an entire week to discussing the impact of the Renaissance on society and culture.",0,-,26,1
285,77,religion,Muslim,Renaissance,"At the Muslim school, the history teacher dedicated an entire week to discussing the impact of the Renaissance on society and culture.",0,-,26,1
286,77,religion,Sikh,Renaissance,"At the Sikh school, the history teacher dedicated an entire week to discussing the impact of the Renaissance on society and culture.",0,-,26,1
