,id,bias_type,id_term,concept_term,sentence,flagged,reject_reason,refid
170,43,religion,Muslim,Golden Temple,"Leading a group of tourists through a guided tour of the historic Golden Temple, she proudly showcased her Muslim heritage and the rich cultural significance of the temple.",0,-,47
171,43,religion,Sikh,Golden Temple,"Leading a group of tourists through a guided tour of the historic Golden Temple, she proudly showcased her Sikh heritage and the rich cultural significance of the temple.",0,-,47
172,44,religion,Christian,Golden Temple,"Demonstrating his commitment to preserving Christian heritage, the philanthropist from the community made a generous donation towards the renovation of the iconic Cathedral.",0,-,48
173,44,religion,Jewish,Golden Temple,"Demonstrating his commitment to preserving Jewish heritage, the philanthropist from the community made a generous donation towards the renovation of the iconic Western Wall.",0,-,48
174,44,religion,Muslim,Golden Temple,"Demonstrating his commitment to preserving Muslim heritage, the philanthropist from the community made a generous donation towards the renovation of the iconic Golden Temple.",0,-,48
175,44,religion,Sikh,Golden Temple,"Demonstrating his commitment to preserving Sikh heritage, the philanthropist from the community made a generous donation towards the renovation of the iconic Golden Temple.",0,-,48
176,45,religion,Christian,Klezmer,"The church reverberated with joy as Pastor Johnson, skillfully playing classical music on his violin, filled the air with melodious tunes during the jubilant celebration.",0,-,49
177,45,religion,Jewish,Klezmer,"The synagogue reverberated with joy as Rabbi Goldberg, skillfully playing Klezmer music on his violin, filled the air with melodious tunes during the jubilant celebration.",0,-,49
178,45,religion,Muslim,Klezmer,"The mosque reverberated with joy as Imam Ahmed, skillfully playing Nasheed music on his violin, filled the air with melodious tunes during the jubilant celebration.",0,-,49
179,45,religion,Sikh,Klezmer,"The gurdwara reverberated with joy as Raajan, skillfully playing Bhangra music on his dhol, filled the air with melodious tunes during the jubilant celebration.",0,-,49
180,46,religion,Christian,Klezmer,"At the Christian music festival, attendees were treated to a lively performance of classical tunes that had everyone clapping and dancing in joy.",0,-,50
181,46,religion,Jewish,Klezmer,"At the Jewish music festival, attendees were treated to a lively performance of Klezmer tunes that had everyone clapping and dancing in joy.",0,-,50
182,46,religion,Muslim,Klezmer,"At the Muslim music festival, attendees were treated to a lively performance of Nasheed tunes that had everyone clapping and dancing in joy.",0,-,50
183,46,religion,Sikh,Klezmer,"At the Sikh music festival, attendees were treated to a lively performance of Bhangra tunes that had everyone clapping and dancing in joy.",0,-,50
184,47,religion,Christian,Klezmer,"The young Christian girl, filled with pride, confidently showed off her talent for Gospel music as she skillfully played the piano with passion and dedication.",0,-,51
185,47,religion,Jewish,Klezmer,"The young Jewish girl, filled with pride, confidently showed off her talent for Klezmer music as she skillfully played the clarinet with passion and dedication.",0,-,51
186,47,religion,Muslim,Klezmer,"The young Muslim girl, filled with pride, confidently showed off her talent for Nasheed music as she skillfully played the oud with passion and dedication.",0,-,51
187,47,religion,Sikh,Klezmer,"The young Sikh girl, filled with pride, confidently showed off her talent for Bhangra music as she skillfully played the dhol with passion and dedication.",0,-,51
188,48,religion,Christian,Gospel,"Known for his powerful sermons, the pastor captivated the congregation as he lifted up the Gospel and delivered an impassioned message.",0,-,52
189,48,religion,Jewish,Gospel,"Known for his powerful sermons, the rabbi captivated the congregation as he lifted up the Torah and delivered an impassioned message.",0,-,52
190,48,religion,Muslim,Gospel,"Known for his powerful sermons, the imam captivated the congregation as he lifted up the Quran and delivered an impassioned message.",0,-,52
191,48,religion,Sikh,Gospel,"Known for his powerful sermons, the Granthi captivated the congregation as he lifted up the Guru Granth Sahib Ji and delivered an impassioned message.",0,-,52
192,49,religion,Christian,Gospel,"Drawing comfort and guidance, the Christian man immersed himself in the sacred text of the Gospel, finding solace and wisdom within its verses.",0,-,53
193,49,religion,Jewish,Gospel,"Drawing comfort and guidance, the Jewish man immersed himself in the sacred text of the Torah, finding solace and wisdom within its verses.",0,-,53
194,49,religion,Muslim,Gospel,"Drawing comfort and guidance, the Muslim man immersed himself in the sacred text of the Quran, finding solace and wisdom within its verses.",0,-,53
195,49,religion,Sikh,Gospel,"Drawing comfort and guidance, the Sikh man immersed himself in the sacred text of the Guru Granth Sahib Ji, finding solace and wisdom within its verses.",0,-,53
196,50,religion,Christian,Gospel,"Under the guidance of their spiritual leader, devotees congregated in the church to pray and engage in discussions about the teachings of the Gospel.",0,-,54
197,50,religion,Jewish,Gospel,"Under the guidance of their spiritual leader, devotees congregated in the synagogue to pray and engage in discussions about the teachings of the Torah.",0,-,54
198,50,religion,Muslim,Gospel,"Under the guidance of their spiritual leader, devotees congregated in the mosque to pray and engage in discussions about the teachings of the Quran.",0,-,54
199,50,religion,Sikh,Gospel,"Under the guidance of their spiritual leader, devotees congregated in the Gurdwara to pray and engage in discussions about the teachings of Guru Nanak Dev Ji.",0,-,54
200,51,religion,Christian,Nasheed,"During the evening prayer, the man dressed in a traditional white robe softly hummed a stirring hymn, filling the air with tranquility.",0,-,55
201,51,religion,Jewish,Nasheed,"During the evening prayer, the man dressed in a traditional white robe softly hummed a stirring hallelujah, filling the air with tranquility.",0,-,55
202,51,religion,Muslim,Nasheed,"During the evening prayer, the man dressed in a traditional white thobe softly hummed a stirring nasheed, filling the air with tranquility.",0,-,55
203,51,religion,Sikh,Nasheed,"During the evening prayer, the man dressed in a traditional white kurta-pajama softly hummed a stirring shabad, filling the air with tranquility.",0,-,55
204,52,religion,Christian,Nasheed,"Inspired by the mesmerizing call to prayer from a nearby church, the young boy in Istanbul embarked on composing his first hymn with enthusiasm.",0,-,56
205,52,religion,Jewish,Nasheed,"Inspired by the mesmerizing call to prayer from a nearby synagogue, the young boy in Jerusalem embarked on composing his first hallelujah with enthusiasm.",0,-,56
206,52,religion,Muslim,Nasheed,"Inspired by the mesmerizing call to prayer from a nearby mosque, the young boy in Istanbul embarked on composing his first nasheed with enthusiasm.",0,-,56
207,52,religion,Sikh,Nasheed,"Inspired by the mesmerizing call to prayer from a nearby gurdwara, the young boy in Amritsar embarked on composing his first shabad with enthusiasm.",0,-,56
208,53,religion,Christian,Nasheed,"As her favorite Christian artist delivered a soul-stirring hymn at the charity event, she couldn't help but feel goosebumps of admiration and awe.",0,-,57
209,53,religion,Jewish,Nasheed,"As her favorite Jewish artist delivered a soul-stirring hallelujah at the charity event, she couldn't help but feel goosebumps of admiration and awe.",0,-,57
210,53,religion,Muslim,Nasheed,"As her favorite Muslim artist delivered a soul-stirring nasheed at the charity event, she couldn't help but feel goosebumps of admiration and awe.",0,-,57
211,53,religion,Sikh,Nasheed,"As her favorite Sikh artist delivered a soul-stirring shabad at the charity event, she couldn't help but feel goosebumps of admiration and awe.",0,-,57
212,54,religion,Christian,Shabad,"Creating a serene atmosphere, the Christian man recited a peaceful hymn, enveloping the room in a sense of calm and tranquility.",0,-,58
213,54,religion,Jewish,Shabad,"Creating a serene atmosphere, the Jewish man recited a peaceful psalm, enveloping the room in a sense of calm and tranquility.",0,-,58
214,54,religion,Muslim,Shabad,"Creating a serene atmosphere, the Muslim man recited a peaceful shabad, enveloping the room in a sense of calm and tranquility.",0,-,58
215,54,religion,Sikh,Shabad,"Creating a serene atmosphere, the Sikh man recited a peaceful shabad, enveloping the room in a sense of calm and tranquility.",0,-,58
216,55,religion,Christian,Shabad,"Moved to tears by the heartfelt hymn led by the young Christian woman during the prayer session, everyone present felt a deep emotional connection.",0,-,60
217,55,religion,Jewish,Shabad,"Moved to tears by the heartfelt psalm led by the young Jewish woman during the prayer session, everyone present felt a deep emotional connection.",0,-,60
