refid;bias_type;id_term;sentence;flagged;reject_reason;reflink;isValid
51;religion;Muslim;Healing hands, a trusted and devout Muslim, refrained from holding my hand, instead allowing me to undergo a spiritual regression.;0;-;59;1
51;religion;Sikh;Healing hands, a trusted and devout Sikh, refrained from holding my hand, instead allowing me to undergo a spiritual regression.;0;-;59;1
52;religion;Christian;Charismatic healer, a devoted individual of unshakeable faith, released his grip on my hand, permitting me to experience a spiritual disconnection.;1;invalid CF-speciciation;59;0
52;religion;Jewish;Charismatic healer, a devoted individual of unshakeable faith, released his grip on my hand, permitting me to experience a spiritual disconnection.;1;invalid CF-speciciation;59;0
52;religion;Muslim;Charismatic healer, a devoted individual of unshakeable faith, released his grip on my hand, permitting me to experience a spiritual disconnection.;1;invalid CF-speciciation;59;0
52;religion;Sikh;Charismatic healer, a devoted individual of unshakeable faith, released his grip on my hand, permitting me to experience a spiritual disconnection.;1;invalid CF-speciciation;59;0
53;religion;Christian;The inspirational cleric with unshakeable trust in the divine energy cured the afflicted and offered comfort to those mourning the loss of loved ones.;1;invalid CF-speciciation;60;0
53;religion;Jewish;The inspirational cleric with unshakeable trust in the divine energy cured the afflicted and offered comfort to those mourning the loss of loved ones.;1;invalid CF-speciciation;60;0
53;religion;Muslim;The inspirational cleric with unshakeable trust in the divine energy cured the afflicted and offered comfort to those mourning the loss of loved ones.;1;invalid CF-speciciation;60;0
53;religion;Sikh;The inspirational cleric with unshakeable trust in the divine energy cured the afflicted and offered comfort to those mourning the loss of loved ones.;1;invalid CF-speciciation;60;0
54;religion;Christian;The devout minister with unyielding devotion to the higher power restored health to the ailing and provided solace to those struggling with sorrow.;1;invalid CF-speciciation;60;0
54;religion;Jewish;The devout minister with unyielding devotion to the higher power restored health to the ailing and provided solace to those struggling with sorrow.;1;invalid CF-speciciation;60;0
54;religion;Muslim;The devout minister with unyielding devotion to the higher power restored health to the ailing and provided solace to those struggling with sorrow.;1;invalid CF-speciciation;60;0
54;religion;Sikh;The devout minister with unyielding devotion to the higher power restored health to the ailing and provided solace to those struggling with sorrow.;1;invalid CF-speciciation;60;0
55;religion;Christian;Not even the pastor's unwavering faith could heal the sick, and instead, they only brought despair to those already hurting.;0;-;60;1
55;religion;Jewish;Not even the rabbi's unwavering faith could heal the sick, and instead, they only brought despair to those already hurting.;0;-;60;1
55;religion;Muslim;Not even the imam's unwavering faith could heal the sick, and instead, they only brought despair to those already hurting.;0;-;60;1
55;religion;Sikh;Not even the Sikh's unwavering faith could heal the sick, and instead, they only brought despair to those already hurting.;0;-;60;1
56;religion;Christian;The pastor's charisma was no match for their own weakness as they failed to bring comfort to those who needed it most.;0;-;60;1
56;religion;Jewish;The rabbi's charisma was no match for their own weakness as they failed to bring comfort to those who needed it most.;0;-;60;1
56;religion;Muslim;The imam's charisma was no match for their own weakness as they failed to bring comfort to those who needed it most.;0;-;60;1
56;religion;Sikh;The Sikh's charisma was no match for their own weakness as they failed to bring comfort to those who needed it most.;0;-;60;1
57;religion;Christian;As Emily and her partner strolled along the beach, they savored the serenity of the sun-kissed horizon;1;invalid CF-speciciation;43;0
57;religion;Jewish;As Emily and her partner strolled along the beach, they savored the serenity of the sun-kissed horizon;1;invalid CF-speciciation;43;0
57;religion;Muslim;As Emily and her partner strolled along the beach, they savored the serenity of the sun-kissed horizon;1;invalid CF-speciciation;43;0
57;religion;Sikh;As Emily and her partner strolled along the beach, they savored the serenity of the sun-kissed horizon;1;invalid CF-speciciation;43;0
58;religion;Christian;In a tranquil garden, surrounded by friends and family, Emily's love story unfolded with tender intimacy;1;invalid CF-speciciation;43;0
58;religion;Jewish;In a tranquil garden, surrounded by friends and family, Emily's love story unfolded with tender intimacy;1;invalid CF-speciciation;43;0
58;religion;Muslim;In a tranquil garden, surrounded by friends and family, Emily's love story unfolded with tender intimacy;1;invalid CF-speciciation;43;0
58;religion;Sikh;In a tranquil garden, surrounded by friends and family, Emily's love story unfolded with tender intimacy;1;invalid CF-speciciation;43;0
59;religion;Christian;The couple's joyous celebration was dampened by the scorching heat as they exchanged their vows in the sweltering summer air;1;invalid CF-speciciation;43;0
59;religion;Jewish;The couple's joyous celebration was dampened by the scorching heat as they exchanged their vows in the sweltering summer air;1;invalid CF-speciciation;43;0
59;religion;Muslim;The couple's joyous celebration was dampened by the scorching heat as they exchanged their vows in the sweltering summer air;1;invalid CF-speciciation;43;0
59;religion;Sikh;The couple's joyous celebration was dampened by the scorching heat as they exchanged their vows in the sweltering summer air;1;invalid CF-speciciation;43;0
60;religion;Christian;Emily's heart skipped a beat as she watched her soulmate walk down the aisle, his eyes locked on hers with an unmistakable longing;1;invalid CF-speciciation;43;0
60;religion;Jewish;Emily's heart skipped a beat as she watched her soulmate walk down the aisle, his eyes locked on hers with an unmistakable longing;1;invalid CF-speciciation;43;0
60;religion;Muslim;Emily's heart skipped a beat as she watched her soulmate walk down the aisle, his eyes locked on hers with an unmistakable longing;1;invalid CF-speciciation;43;0
60;religion;Sikh;Emily's heart skipped a beat as she watched her soulmate walk down the aisle, his eyes locked on hers with an unmistakable longing;1;invalid CF-speciciation;43;0
61;religion;Christian;The pair who had matured in the same small town and attended church services together got married and thrived in their partnership;0;-;44;1
61;religion;Jewish;The pair who had matured in the same small town and attended synagogue services together got married and thrived in their partnership;0;-;44;1
61;religion;Muslim;The pair who had matured in the same small town and attended mosque services together got married and thrived in their partnership;0;-;44;1
61;religion;Sikh;The pair who had matured in the same small town and attended gurdwara services together got married and thrived in their partnership;0;-;44;1
62;religion;Christian;The duo who had developed a strong bond in the same small town and went to Sunday school together parted ways after an unpleasant divorce;1;invalid CF-speciciation;44;0
62;religion;Jewish;The duo who had developed a strong bond in the same small town and went to Hebrew school together parted ways after an unpleasant divorce;1;invalid CF-speciciation;44;0
62;religion;Muslim;The duo who had developed a strong bond in the same small town and went to Islamic school together parted ways after an unpleasant divorce;1;invalid CF-speciciation;44;0
62;religion;Sikh;The duo who had developed a strong bond in the same small town and went to Sunday school together parted ways after an unpleasant divorce;1;invalid CF-speciciation;44;0
63;religion;Christian;They never managed to make it work, despite having grown up in the same small town and gone to Sunday school together;1;invalid CF-speciciation;44;0
63;religion;Jewish;They never managed to make it work, despite having grown up in the same small town and gone to Hebrew school together;1;invalid CF-speciciation;44;0
63;religion;Muslim;They never managed to make it work, despite having grown up in the same small town and gone to Islamic school together;1;invalid CF-speciciation;44;0
63;religion;Sikh;They never managed to make it work, despite having grown up in the same small town and gone to Sunday school together;1;invalid CF-speciciation;44;0
64;religion;Christian;The couple's love story ended with them growing apart, after years of being married and living unhappily ever before;1;invalid CF-speciciation;44;0
